sent0	sent1	label
who plays <e> on angel?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	1
who plays <e> on angel?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.actor ?x .	0
who plays <e> on angel?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.character ?x .	0
who plays <e> on angel?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:tv.tv_guest_role.episodes_appeared_in ?x .	0
who plays <e> on angel?	ns:tv.tv_character.appeared_in_tv_episodes ?y .?y ns:type.object.type ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.characters ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.species ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.literary_series_set_here ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:type.object.name ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:fictional_universe.fictional_universe.locations ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.species ?y .?y ns:fictional_universe.character_species.found_in_fictional_universe ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.species ?y .?y ns:fictional_universe.character_species.characters_of_this_species ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.species ?y .?y ns:type.object.name ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.species ?y .?y ns:type.object.type ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.species ?y .?y ns:common.topic.notable_types ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_actor.starring_roles ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_director.episodes_directed ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_actor.guest_roles ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_writer.episodes_written ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_producer.tv_episodes_produced ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.powers_or_abilities ?y .?y ns:fictional_universe.character_powers.characters_with_this_ability ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.powers_or_abilities ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.powers_or_abilities ?y .?y ns:type.object.name ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.powers_or_abilities ?y .?y ns:user.micahsaul.advertising.advertised_thing.ad_campaigns ?x .	0
who plays <e> on angel?	ns:fictional_universe.fictional_character.powers_or_abilities ?y .?y ns:base.paranormal.type_of_paranormal_ability.person_allegedly_with_this_ability ?x .	0
what team does <e> play for 2011 season?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	1
what team does <e> play for 2011 season?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.team ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.games ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.player ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.season ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.as_of_week ?x .	0
what team does <e> play for 2011 season?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:user.szaijan.fantasy_football.player.nfl_team ?x .	0
what team does <e> play for 2011 season?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:sports.sports_team.location ?x .	0
what team does <e> play for 2011 season?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:sports.sports_team.sport ?x .	0
what team does <e> play for 2011 season?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:american_football.football_team.conference ?x .	0
what team does <e> play for 2011 season?	ns:user.szaijan.fantasy_football.player.nfl_team ?y .?y ns:american_football.football_team.home_games ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.team ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.player ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.receptions ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.as_of_week ?x .	0
what team does <e> play for 2011 season?	ns:american_football.football_player.receiving ?y .?y ns:american_football.player_receiving_statistics.season ?x .	0
what team does <e> play for 2011 season?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.athlete ?x .	0
what team does <e> play for 2011 season?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .	0
what team does <e> play for 2011 season?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_end ?x .	0
what team does <e> play for 2011 season?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_start ?x .	0
what team does <e> play for 2011 season?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .	0
who plays ethan on <e> soap opera?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	1
who plays ethan on <e> soap opera?	ns:tv.tv_program.episodes ?y .?y ns:tv.tv_series_episode.guest_stars ?x .	0
who plays ethan on <e> soap opera?	ns:tv.tv_program.episodes ?y .?y ns:tv.tv_series_episode.next_episode ?x .	0
who plays ethan on <e> soap opera?	ns:tv.tv_program.episodes ?y .?y ns:tv.tv_series_episode.previous_episode ?x .	0
who plays ethan on <e> soap opera?	ns:tv.tv_program.episodes ?y .?y ns:tv.tv_series_episode.air_date ?x .	0
who plays ethan on <e> soap opera?	ns:tv.tv_program.episodes ?y .?y ns:tv.tv_series_episode.episode_number ?x .	0
who is the chief executive officer of <e>?	ns:sports.professional_sports_team.owner_s ?x .	1
who is the chief executive officer of <e>?	ns:sports.sports_team.coaches ?x .	0
who is the chief executive officer of <e>?	ns:american_football.football_team.current_head_coach ?x .	0
who is the chief executive officer of <e>?	ns:american_football.football_team.historical_coaching_staff ?x .	0
who is the chief executive officer of <e>?	ns:base.rivalries.rival.rivals ?x .	0
who is the chief executive officer of <e>?	ns:sports.sports_team.roster ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	1
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.members ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.jurisdiction ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.body_this_is_a_component_of ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.component_bodies ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:common.topic.notable_for ?x .	0
who is prime minister of <e> 2012?	ns:royalty.kingdom.rulers ?y .?y ns:user.alexbl.honorary_title.titled_person.honorary_title ?x .	0
who is prime minister of <e> 2012?	ns:royalty.kingdom.rulers ?y .?y ns:royalty.monarch.kingdom ?x .	0
who is prime minister of <e> 2012?	ns:royalty.kingdom.rulers ?y .?y ns:royalty.noble_person.titles ?x .	0
who is prime minister of <e> 2012?	ns:royalty.kingdom.rulers ?y .?y ns:people.person.religion ?x .	0
who is prime minister of <e> 2012?	ns:royalty.kingdom.rulers ?y .?y ns:government.politician.government_positions_held ?x .	0
who is prime minister of <e> 2012?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.rate ?x .	0
who is prime minister of <e> 2012?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.source ?x .	0
who is prime minister of <e> 2012?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:type.object.type ?x .	0
who is prime minister of <e> 2012?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.date ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.governmental_body.members ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.government ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.predecessor_agency ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.jurisdiction ?x .	0
who is prime minister of <e> 2012?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_for ?x .	0
who is prime minister of <e> 2012?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_for ?x .	0
who is prime minister of <e> 2012?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_types ?x .	0
who is prime minister of <e> 2012?	ns:location.country.form_of_government ?y .?y ns:government.form_of_government.countries ?x .	0
who is prime minister of <e> 2012?	ns:location.country.form_of_government ?y .?y ns:type.object.type ?x .	0
who is prime minister of <e> 2012?	ns:location.country.form_of_government ?y .?y ns:common.topic.image ?x .	0
what college did <e>?	ns:people.person.education ?y .?y ns:education.education.institution ?x .	1
what college did <e>?	ns:people.person.ethnicity ?y .?y ns:people.ethnicity.geographic_distribution ?x .	0
what college did <e>?	ns:people.person.ethnicity ?y .?y ns:base.schemastaging.person_ethnicity_extra.related_ethnic_groups ?x .	0
what college did <e>?	ns:people.person.ethnicity ?y .?y ns:people.ethnicity.population ?x .	0
what college did <e>?	ns:people.person.ethnicity ?y .?y ns:type.object.type ?x .	0
what college did <e>?	ns:people.person.ethnicity ?y .?y ns:book.book_subject.works ?x .	0
what college did <e>?	ns:people.person.place_of_birth ?y .?y ns:type.object.type ?x .	0
what college did <e>?	ns:people.person.place_of_birth ?y .?y ns:travel.travel_destination.tourist_attractions ?x .	0
what college did <e>?	ns:people.person.place_of_birth ?y .?y ns:book.book_subject.works ?x .	0
what college did <e>?	ns:people.person.place_of_birth ?y .?y ns:periodicals.newspaper_circulation_area.newspapers ?x .	0
what college did <e>?	ns:people.person.place_of_birth ?y .?y ns:dataworld.gardening_hint.split_to ?x .	0
what college did <e>?	ns:people.person.places_lived ?y .?y ns:type.object.type ?x .	0
what college did <e>?	ns:people.person.places_lived ?y .?y ns:people.place_lived.location ?x .	0
what college did <e>?	ns:people.person.places_lived ?y .?y ns:people.place_lived.person ?x .	0
what college did <e>?	ns:people.person.parents ?y .?y ns:people.person.place_of_birth ?x .	0
what college did <e>?	ns:people.person.parents ?y .?y ns:type.object.type ?x .	0
what college did <e>?	ns:people.person.parents ?y .?y ns:type.object.name ?x .	0
what college did <e>?	ns:people.person.parents ?y .?y ns:people.person.gender ?x .	0
what college did <e>?	ns:people.person.parents ?y .?y ns:common.topic.notable_for ?x .	0
who is the <e> quarterback 2012?	ns:sports.sports_team.roster ?y .?y ns:sports.sports_team_roster.player ?x .	1
