sent0	sent1	hard_neg
which album did <e> release in 2005	ns:music.artist.album ?x .	ns:music.artist.track ?x .
what happened to <e> 2012?	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.award ?x .	ns:people.person.nationality ?y .?y ns:common.topic.notable_for ?x .
who was the composer for the movie <e>	ns:film.film.music ?x .	ns:film.film.production_companies ?x .
who is the president of <e> in 2012?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_types ?x .
what book was written by <e> and published in 1945?	ns:film.film_story_contributor.film_story_credits ?x .	ns:book.author.book_editions_published ?x .
which book did <e> write in 2001	ns:book.author.book_editions_published ?x .	ns:book.author.works_written ?x .
who won 2001 <e>?	ns:sports.sports_award_type.winners ?y .?y ns:sports.sports_award.award_winner ?x .	ns:sports.sports_league.teams ?y .?y ns:type.object.type ?x .
who is the senator of <e> 2010?	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.description ?x .
where is <e> now?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.player ?x .
who played <e> in star wars episode 4?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.appears_in_these_fictional_universes ?y .?y ns:comic_books.comic_book_fictional_universe.characters_primarily_appearing_in_this_universe ?x .
what did <e> do before becoming president?	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_position_or_title ?x .	ns:book.book_subject.works ?y .?y ns:book.published_work.published_in_published_as ?x .
what drugs were in <e> when she died?	ns:people.deceased_person.cause_of_death ?x .	ns:food.diet_follower.follows_diet ?x .
which tv shows has <e> starred in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	ns:film.actor.film ?y .?y ns:film.performance.character ?x .
which book did <e> write in 1995	ns:book.author.book_editions_published ?x .	ns:film.film_story_contributor.film_story_credits ?x .
what teams did <e> play for in the nba?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:basketball.basketball_player.career_averages ?y .?y ns:basketball.basketball_player_career_stats.average_points ?x .
who played red stevens in <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.release_date_s ?y .?y ns:film.film_regional_release_date.release_date ?x .
who plays princess <e> in star wars?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .
who is the <e> now?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .
when did <e> win his first title?	ns:people.person.spouse_s ?y .?y ns:people.marriage.from ?x .	ns:base.formula1.formula_1_driver.championship_standing ?y .?y ns:base.formula1.formula_1_championship_standing.driver ?x .
what type of monarchy did <e> have during the glorious revolution?	ns:location.country.form_of_government ?x .	ns:government.governmental_jurisdiction.government_bodies ?x .
what team did <e> play for in 2009?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:soccer.football_player.position_s ?y .?y ns:common.topic.notable_types ?x .
who is the current president of the <e> in 2010?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_for ?x .
what was <e> best known for?	ns:people.person.profession ?x .	ns:film.film_subject.films ?x .
who is the <e> 2012?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:common.topic.image ?y .?y ns:type.content.length ?x .
who voiced <e> in revenge of the sith?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:film.film_character.portrayed_in_films_dubbed ?y .?y ns:type.object.type ?x .
what is the episode of family guy when <e> makes his own country?	ns:visual_art.art_subject.artwork_on_the_subject ?x .	ns:fictional_universe.person_in_fiction.representations_in_fiction ?x .
who was michael jackson in <e>?	ns:film.film.starring ?y .?y ns:film.performance.character ?x .	ns:film.film.other_crew ?y .?y ns:type.object.type ?x .
which big screen movies has <e> starred in	ns:award.award_nominated_work.award_nominations ?y .?y ns:award.award_nomination.nominated_for ?x .	ns:film.film.cinematography ?y .?y ns:film.film_crewmember.films_crewed ?x .
who plays <e> in the twilight movies?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.species ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .
when was the last time <e> invaded another country?	ns:military.military_combatant.force_deployments ?y .?y ns:military.force_strength.military_conflict ?x .	ns:base.schemastaging.disputed_location_claimant.disputed_territories ?y .?y ns:base.schemastaging.disputed_location.claimed_by ?x .
what english films has <e> acted in	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:people.person.nationality ?y .?y ns:location.dated_location.date_founded ?x .
when did braves win the <e>?	ns:sports.sports_championship.events ?x .	ns:user.avh.default_domain.ellerdale_topic.ellerdale_id ?x .
who was <e> when tazza was released?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:common.topic.article ?y .?y ns:common.document.text ?x .
what characters does seth macfarlane play in <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.character ?x .	ns:tv.tv_program.regular_personal_appearances ?y .?y ns:tv.tv_regular_personal_appearance.appearance_type ?x .
who was the actor who played <e> on gilligans island?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:fictional_universe.fictional_character.gender ?y .?y ns:base.animalnames.animal_gender.animal_names ?x .
what time does <e> play football today?	ns:location.location.time_zones ?x .	ns:base.aareas.schema.administrative_area.administrative_parent ?x .
what character did john noble play in <e>?	ns:film.film.starring ?y .?y ns:film.performance.character ?x .	ns:film.film.runtime ?y .?y ns:film.film_cut.film ?x .
who was the actor who played <e> on gilligans island?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:fictional_universe.fictional_character.gender ?y .?y ns:fictional_universe.character_gender.characters_of_this_gender ?x .
what club does <e> play for 2012?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:soccer.football_player.statistics ?y .?y ns:soccer.football_player_stats.to ?x .
when did <e> win his first title?	ns:people.person.spouse_s ?y .?y ns:people.marriage.from ?x .	ns:base.formula1.formula_1_driver.drivers_championship ?y .?y ns:base.formula1.formula_1_season.year ?x .
which big screen movies has <e> starred in	ns:award.award_nominated_work.award_nominations ?y .?y ns:award.award_nomination.nominated_for ?x .	ns:film.film.story_by ?y .?y ns:people.person.nationality ?x .
who has played <e> on general hospital?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:fictional_universe.fictional_character.romantically_involved_with ?y .?y ns:type.object.type ?x .
who played <e> in the original star wars movies?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:film.film_character.portrayed_in_films_dubbed ?y .?y ns:film.dubbing_performance.actor ?x .
which big screen movies has <e> starred in	ns:award.award_nominated_work.award_nominations ?y .?y ns:award.award_nomination.nominated_for ?x .	ns:film.film.runtime ?y .?y ns:film.film_cut.runtime ?x .
who is better <e> or george lopez?	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.person ?x .	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.character ?x .
who did <e> play in twilight?	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.runtime ?x .
who does <e> play in seinfeld?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.character ?x .	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .
when did <e> start on in living color?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.from ?x .	ns:base.saturdaynightlive.snl_musical_guest.episodes_as_musical_guest ?y .?y ns:tv.tv_series_episode.production_number ?x .
where did <e> live after the civil war?	ns:people.deceased_person.place_of_death ?x .	ns:people.person.place_of_birth ?x .
who won the governor election in <e>?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_holder ?x .
what team did <e> play for in college?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:american_football.football_player.forty_yard_dash_time ?y .?y ns:american_football.forty_yard_dash_time.time ?x .
who does <e> play in taken?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.character ?x .
who played dumbledore in the <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.film_casting_director ?y .?y ns:people.person.nationality ?x .
what is <e>'s mom's name?	ns:people.person.parents ?x .	ns:music.composer.compositions ?x .
who played carl fredricksen in <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	ns:film.film.film_casting_director ?y .?y ns:type.object.type ?x .
where is <e> now?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:american_football.football_player.games ?y .?y ns:american_football.player_game_statistics.season ?x .
what year did <e> play for the clippers?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.season ?x .	ns:basketball.basketball_player.position_s ?y .?y ns:sports.sports_position.sport ?x .
who does <e> play in batman returns?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.type_of_appearance ?x .
what team did Allen Iverson play for after the 76ers?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .
which company founder was the son of <e>	ns:people.person.children ?x .	ns:people.person.nationality ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.parents ?y .?y ns:people.person.employment_history ?x .
who is the richest person in sports sachin or <e>?	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.award_winner ?x .	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.award ?x .
who is the governor of Arizona in 2009?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:law.court.judges ?x .
who is the <e> 2012?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:common.topic.notable_types ?y .?y ns:common.topic.description ?x .
who does <e> play for in 2012?	ns:base.x2010fifaworldcupsouthafrica.world_cup_participant.world_cup_team ?y .?y ns:base.x2010fifaworldcupsouthafrica.current_world_cup_squad.current_club ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.to ?x .
when did <e> win the booker prize	ns:award.award_nominee.award_nominations ?y .?y ns:award.award_nomination.year ?x .	ns:book.author.book_editions_published ?y .?y ns:book.book_edition.publisher ?x .
what university did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .
